Country,Continent,Year,CO2 emission (Tons),Area (km2),% of World,Density(km2),Per capita electricity (kWh),Population (in Thousands),GDP (USD Millions),Import % of GDP,Export (USD 2024 Valuation),GDP_missing,EC_missing,Import_missing,Export_missing
China,Asia,1999,71444880684,9706961,0.063,147/km²,967.059,1252735000,1.09401E+12,15.361685,1.98699E+11,0,0,0,0
China,Asia,2000,74884032894,9706961,0.063,147/km²,1022.123,1262645000,1.21133E+12,18.51731765,2.53092E+11,0,0,0,0
China,Asia,2001,78398966689,9706961,0.063,147/km²,1126.855,1271850000,1.3394E+12,18.21521353,2.72061E+11,0,0,0,0
China,Asia,2002,82271561986,9706961,0.063,147/km²,1249.959,1280400000,1.47056E+12,20.10265796,3.33004E+11,0,0,0,0
China,Asia,2003,86816575872,9706961,0.063,147/km²,1413.067,1288400000,1.66028E+12,24.82323147,4.47956E+11,0,0,0,0
China,Asia,2004,92040330528,9706961,0.063,147/km²,1633.289,1296075000,1.95535E+12,28.44418664,6.07357E+11,0,0,0,0
China,Asia,2005,97916885868,9706961,0.063,147/km²,1819.561,1303720000,2.28596E+12,28.3780353,7.73337E+11,0,0,0,0
China,Asia,2006,1.04E+11,9706961,0.063,147/km²,2077.55,1311020000,2.75212E+12,28.44385835,9.91727E+11,0,0,0,0
China,Asia,2007,1.11E+11,9706961,0.063,147/km²,2397.538,1317885000,3.55033E+12,26.75856495,1.25805E+12,0,0,0,0
China,Asia,2008,1.19E+11,9706961,0.063,147/km²,2535.039,1324655000,4.59434E+12,25.01000133,1.49788E+12,0,0,0,0
China,Asia,2009,1.27E+11,9706961,0.063,147/km²,2699.81,1331260000,5.10169E+12,20.43501444,1.26266E+12,0,0,0,0
China,Asia,2010,1.35E+11,9706961,0.063,147/km²,3086.964,1337705000,6.08719E+12,23.53174494,1.65482E+12,0,0,0,0
China,Asia,2011,1.45E+11,9706961,0.063,147/km²,3428.557,1345035000,7.55155E+12,24.17271524,2.00631E+12,0,0,0,0
China,Asia,2012,1.55E+11,9706961,0.063,147/km²,3602.411,1354190000,8.53219E+12,22.77500014,2.17507E+12,0,0,0,0
China,Asia,2013,1.65E+11,9706961,0.063,147/km²,3859.648,1363240000,9.57047E+12,22.14512114,2.35426E+12,0,0,0,0
China,Asia,2014,1.75E+11,9706961,0.063,147/km²,4004.776,1371860000,1.04756E+13,21.39515505,2.46283E+12,0,0,0,0
China,Asia,2015,1.84E+11,9706961,0.063,147/km²,4080.043,1379860000,1.10616E+13,18.11008945,2.3621E+12,0,0,0,0
China,Asia,2016,1.94E+11,9706961,0.063,147/km²,4259.257,1387790000,1.12333E+13,17.31003496,2.19997E+12,0,0,0,0
China,Asia,2017,2.04E+11,9706961,0.063,147/km²,4538.073,1396215000,1.23105E+13,17.94013625,2.42422E+12,0,0,0,0
China,Asia,2018,2.14E+11,9706961,0.063,147/km²,4900.508,1402760000,1.38949E+13,18.45368057,2.65561E+12,0,0,0,0
China,Asia,2019,2.25E+11,9706961,0.063,147/km²,5110.046,1407745000,1.428E+13,17.48010372,2.62894E+12,0,0,0,0
China,Asia,2020,2.36E+11,9706961,0.063,147/km²,5296.721,1411100000,1.46877E+13,16.1681565,2.72988E+12,0,0,0,0
Colombia,South America,1990,1303002462,1141748,0.007,45/km²,1155.37,32601393,47844090710,15.91514135,9024672480,0,0,0,0
Colombia,South America,1991,1359656542,1141748,0.007,45/km²,1188.551,33272628,49637993949,14.43537919,9478146065,0,0,0,0
Colombia,South America,1992,1421151222,1141748,0.007,45/km²,1063.636,33939039,58394443378,17.09303665,9645918068,0,0,0,0
Colombia,South America,1993,1484489025,1141748,0.007,45/km²,1188.076,34614735,66474101301,20.99297616,10093756778,0,0,0,0
Colombia,South America,1994,1551279601,1141748,0.007,45/km²,1259.104,35295461,81705497617,20.91917562,12254486171,0,0,0,0
Colombia,South America,1995,1610054993,1141748,0.007,45/km²,1303.723,35970101,92495970511,20.96348743,13443126537,0,0,0,0
Colombia,South America,1996,1669825873,1141748,0.007,45/km²,1304.634,36632573,97153389011,20.84464548,14766792154,0,0,0,0
Colombia,South America,1997,1734322401,1141748,0.007,45/km²,1322.94,37291946,1.06656E+11,20.75552435,15829469959,0,0,0,0
Colombia,South America,1998,1799480089,1141748,0.007,45/km²,1310.675,37944414,98486358581,20.90157222,14780193359,0,0,0,0
Colombia,South America,1999,1854241329,1141748,0.007,45/km²,1225.01,38585033,86278947637,17.80270056,15829235073,0,0,0,0
Colombia,South America,2000,1910500167,1141748,0.007,45/km²,1064.263,39215135,99875074951,16.75194575,15895257719,0,0,0,0
Colombia,South America,2001,1966439055,1141748,0.007,45/km²,1054.779,39837875,98200641203,18.51397603,15110265986,0,0,0,0
Colombia,South America,2002,2021869471,1141748,0.007,45/km²,1078.229,40454050,97945812803,18.16706954,14511230142,0,0,0,0
Colombia,South America,2003,2078963375,1141748,0.007,45/km²,1099.07,41057687,94644969157,19.94088381,15687687300,0,0,0,0
Colombia,South America,2004,2133532631,1141748,0.007,45/km²,1159.275,41648268,1.17092E+11,19.09267551,19637278136,0,0,0,0
Colombia,South America,2005,2193592255,1141748,0.007,45/km²,1157.086,42220940,1.45601E+11,20.45165376,24709929567,0,0,0,0
Colombia,South America,2006,2255596791,1141748,0.007,45/km²,1220.718,42772910,1.61793E+11,21.91276821,28683606691,0,0,0,0
Colombia,South America,2007,2315775631,1141748,0.007,45/km²,1239.115,43306582,2.0623E+11,20.66575497,33889993562,0,0,0,0
Colombia,South America,2008,2382425687,1141748,0.007,45/km²,1241.86,43815313,2.42504E+11,21.05805428,43916519836,0,0,0,0
Colombia,South America,2009,2454982407,1141748,0.007,45/km²,1248.124,44313917,2.32469E+11,18.73163282,38181805542,0,0,0,0
Colombia,South America,2010,2531260831,1141748,0.007,45/km²,1283.293,44816108,2.86499E+11,17.92375841,46816280695,0,0,0,0
Colombia,South America,2011,2607340606,1141748,0.007,45/km²,1312.181,45308899,3.34966E+11,20.19391848,64569763981,0,0,0,0
Colombia,South America,2012,2687067778,1141748,0.007,45/km²,1326.189,45782417,3.70691E+11,20.02394574,69731471894,0,0,0,0
Colombia,South America,2013,2774495634,1141748,0.007,45/km²,1551.599,46237930,3.82094E+11,19.90020908,69107146201,0,0,0,0
Colombia,South America,2014,2863194777,1141748,0.007,45/km²,1475.193,46677947,3.81241E+11,20.85271653,63418461300,0,0,0,0
Colombia,South America,2015,2955160135,1141748,0.007,45/km²,1607.621,47119728,2.93492E+11,22.71055261,45932176705,0,0,0,0
Colombia,South America,2016,3048402114,1141748,0.007,45/km²,1551.365,47625955,2.8272E+11,21.48551371,41608310927,0,0,0,0
Colombia,South America,2017,3134697902,1141748,0.007,45/km²,1588.241,48351671,3.11867E+11,20.13762519,47233141869,0,0,0,0
Colombia,South America,2018,3219578427,1141748,0.007,45/km²,1575.726,49276961,3.34198E+11,20.63503312,53136579845,0,0,0,0
Colombia,South America,2019,3309997733,1141748,0.007,45/km²,1490.683,50187406,3.23032E+11,21.69049533,51258795213,0,0,0,0
Colombia,South America,2020,3399102674,1141748,0.007,45/km²,1459.38,50930662,2.70151E+11,20.59931325,36557247845,0,0,0,0
Comoros,Africa,1990,1011264,1862,0,449/km²,2234.371,431119,429622177.7,26.92057793,37963365.21,0,1,0,0
Comoros,Africa,1991,1077216,1862,0,449/km²,2234.371,442277,424108769.5,26.92092308,37475472.12,0,1,0,0
Comoros,Africa,1992,1146832,1862,0,449/km²,2234.371,452990,457388651.5,26.92085309,40417159.18,0,1,0,0
Comoros,Africa,1993,1220112,1862,0,449/km²,2234.371,463318,452881475.1,26.92103745,40016219.79,0,1,0,0
Comoros,Africa,1994,1293392,1862,0,449/km²,2234.371,473478,319189184.3,26.92122489,28203730.19,0,1,0,0
Comoros,Africa,1995,1370336,1862,0,449/km²,2234.371,483760,398461797,26.9208337,35209697.5,0,1,0,0
Comoros,Africa,1996,1450944,1862,0,449/km²,2234.371,494288,396053805.9,26.92135571,34997133.61,0,1,0,0
Comoros,Africa,1997,1535216,1862,0,449/km²,2234.371,505033,364445600.5,26.9207384,32203526.69,0,1,0,0
Comoros,Africa,1998,1626816,1862,0,449/km²,2234.371,515959,370106745.9,26.92098658,32703607.26,0,1,0,0
Comoros,Africa,1999,1722080,1862,0,449/km²,2234.371,526443,382454989.9,26.92120402,33793543.43,0,1,0,0
Comoros,Africa,2000,1824672,1862,0,449/km²,35.032,536758,351136579.6,26.92116449,31027530.95,0,0,0,0
Comoros,Africa,2001,1930928,1862,0,449/km²,50.369,547741,378512024.1,26.92096808,33446309.6,0,0,0,0
Comoros,Africa,2002,2037184,1862,0,449/km²,54.436,559047,425964681,26.92094232,37638992.11,0,0,0,0
Comoros,Africa,2003,2172752,1862,0,449/km²,56.583,570130,546885222.7,26.92082925,48323488.57,0,0,0,0
Comoros,Africa,2004,2319312,1862,0,449/km²,70.325,581154,633706110.8,26.92103594,55994444.19,0,0,0,0
Comoros,Africa,2005,2462208,1862,0,449/km²,73.574,592683,653845169.2,26.92112825,57775596.98,0,0,0,0
Comoros,Africa,2006,2627088,1862,0,449/km²,76.625,604658,698431793.9,26.92109523,61714685.82,0,0,0,0
Comoros,Africa,2007,2733344,1862,0,449/km²,68.576,616899,795673153.2,24.18083725,71414386.44,0,0,0,0
Comoros,Africa,2008,2843264,1862,0,449/km²,65.426,629470,915659107.8,27.99717913,75279514.68,0,0,0,0
Comoros,Africa,2009,2978832,1862,0,449/km²,60.899,642493,905341174,28.58498365,84304814.89,0,0,0,0
Comoros,Africa,2010,3140048,1862,0,449/km²,65.246,656024,907978731.7,29.91123233,87519204.05,0,0,0,0
Comoros,Africa,2011,3282944,1862,0,449/km²,83.501,670071,1023086273,30.04458014,101862719.7,0,0,0,0
Comoros,Africa,2012,3436832,1862,0,449/km²,80.125,684553,1015843491,31.8645497,90876030.4,0,0,0,0
Comoros,Africa,2013,3620032,1862,0,449/km²,74.173,699393,1116224107,30.19490806,101000279.4,0,0,0,0
Comoros,Africa,2014,3781248,1862,0,449/km²,67.159,714612,1149587660,29.55935102,111239530,0,0,0,0
Comoros,Africa,2015,3960784,1862,0,449/km²,66.887,730216,966029599.8,27.66875376,97918675.94,0,0,0,0
Comoros,Africa,2016,4176960,1862,0,449/km²,71.644,746232,1012835493,26.45998414,108098874.5,0,0,0,0
Comoros,Africa,2017,4444432,1862,0,449/km²,106.157,761664,1077439756,28.26304247,128229514.9,0,0,0,0
Comoros,Africa,2018,4737552,1862,0,449/km²,120.626,776313,1188797450,30.08713035,153462136.1,0,0,0,0
Comoros,Africa,2019,5043390,1862,0,449/km²,137.581,790986,1195019531,29.4946179,152645349.3,0,0,0,0
Comoros,Africa,2020,5301846,1862,0,449/km²,2234.371,806166,1225039196,28.05818251,69481186.42,0,1,0,0
Costa Rica,North America,1990,59676341,51100,0,101/km²,2234.371,3158253,5711687787,41.09489586,1952841381,0,1,0,0
Costa Rica,North America,1991,62964255,51100,0,101/km²,2234.371,3239414,7196276092,38.03356927,2403995651,0,1,0,0
Costa Rica,North America,1992,66706123,51100,0,101/km²,2234.371,3321939,8564041916,40.81448325,3021544050,0,1,0,0
Costa Rica,North America,1993,70597015,51100,0,101/km²,2234.371,3405372,9582868487,43.31511294,3453399771,0,1,0,0
Costa Rica,North America,1994,75796865,51100,0,101/km²,2234.371,3489152,10486787008,42.11264933,3763147723,0,1,0,0
Costa Rica,North America,1995,80597635,51100,0,101/km²,2234.371,3572856,11578594260,41.64516005,4414827042,0,1,0,0
Costa Rica,North America,1996,85284012,51100,0,101/km²,2234.371,3656234,11678424507,44.04517099,4672770399,0,1,0,0
Costa Rica,North America,1997,90200194,51100,0,101/km²,2234.371,3739421,12614602382,46.00412978,5248818523,0,1,0,0
Costa Rica,North America,1998,95434295,51100,0,101/km²,2234.371,3821421,13684255947,48.07518019,6015987690,0,1,0,0
Costa Rica,North America,1999,100872061,51100,0,101/km²,2234.371,3901430,14254866281,44.98074802,6066566857,0,1,0,0
Costa Rica,North America,2000,106265934,51100,0,101/km²,1728.375,3979193,15013629659,43.59460135,6445399583,0,0,0,0
Costa Rica,North America,2001,111932501,51100,0,101/km²,1704.976,4053222,15976174337,40.34418622,6471720165,0,0,0,0
Costa Rica,North America,2002,118177901,51100,0,101/km²,1809.027,4122623,16578820687,41.18940913,6502965357,0,0,0,0
Costa Rica,North America,2003,124760446,51100,0,101/km²,1749.637,4188610,17271760507,42.65599462,7024720849,0,0,0,0
Costa Rica,North America,2004,131602124,51100,0,101/km²,1884.674,4252800,18610594846,43.04882373,7855095380,0,0,0,0
Costa Rica,North America,2005,138325527,51100,0,101/km²,1903.333,4315887,20040642477,45.75814153,8710569531,0,0,0,0
Costa Rica,North America,2006,145332251,51100,0,101/km²,1975.647,4378172,22715540325,46.5005195,9839017111,0,0,0,0
Costa Rica,North America,2007,153292991,51100,0,101/km²,2027.341,4440019,26884700345,45.87445834,10910386063,0,0,0,0
Costa Rica,North America,2008,161282935,51100,0,101/km²,2097.271,4501921,30801744882,47.59505206,11953067007,0,0,0,0
Costa Rica,North America,2009,169030687,51100,0,101/km²,2037.707,4563127,30745714313,35.1270127,10647949563,0,0,0,0
Costa Rica,North America,2010,176523334,51100,0,101/km²,2069.428,4622252,37658614804,34.68267834,12363101561,0,0,0,0
Costa Rica,North America,2011,183834149,51100,0,101/km²,2094.764,4679926,42762613700,36.16667563,13886077280,0,0,0,0
Costa Rica,North America,2012,191094234,51100,0,101/km²,2144.453,4736593,47231655431,35.39722196,14949441144,0,0,0,0
Costa Rica,North America,2013,198725751,51100,0,101/km²,2128.638,4791535,50949668841,33.47476123,15586344043,0,0,0,0
Costa Rica,North America,2014,206474060,51100,0,101/km²,2103.566,4844288,52016408952,33.82832677,16313862273,0,0,0,0
Costa Rica,North America,2015,213880081,51100,0,101/km²,2212.242,4895242,56441920821,30.75790407,16930125462,0,0,0,0
Costa Rica,North America,2016,221803006,51100,0,101/km²,2202.833,4945205,58847019610,30.91838188,18395634999,0,0,0,0
Costa Rica,North America,2017,230114628,51100,0,101/km²,2266.441,4993842,60516044657,32.3092706,19826679964,0,0,0,0
Costa Rica,North America,2018,238336778,51100,0,101/km²,2281.66,5040734,62420164992,33.20683124,21059634092,0,0,0,0
Costa Rica,North America,2019,247154689,51100,0,101/km²,2255.737,5084532,64417670521,31.43520846,22111572547,0,0,0,0
Costa Rica,North America,2020,255062078,51100,0,101/km²,2269.305,5123105,62395610760,28.23338859,19908254085,0,0,0,0
Croatia,Europe,1990,491007740,56594,0,71/km²,1854.965,4777368,17819864182,38.61732798,8681096447,1,0,1,1
Croatia,Europe,1991,507993929,56594,0,71/km²,1804.621,4689022,17819864182,38.61732798,8681096447,1,0,1,1
Croatia,Europe,1992,524365361,56594,0,71/km²,1880.467,4575818,17819864182,38.61732798,8681096447,1,0,1,1
Croatia,Europe,1993,541173340,56594,0,71/km²,2037.238,4600463,17819864182,38.61732798,8681096447,1,0,1,1
Croatia,Europe,1994,557226117,56594,0,71/km²,1882.863,4652024,17819864182,38.61732798,8681096447,1,0,1,1
Croatia,Europe,1995,574042566,56594,0,71/km²,2007.9,4620030,22778297036,35.48835866,6218391381,0,0,0,0
Croatia,Europe,1996,591386572,56594,0,71/km²,2441.59,4557097,24147533302,36.75222643,7319501417,0,0,0,0
Croatia,Europe,1997,609943770,56594,0,71/km²,2257.08,4534920,24172615104,43.84549525,7505219161,0,0,0,0
Croatia,Europe,1998,628955620,56594,0,71/km²,2549.029,4532135,25885224259,35.85480754,7543494048,0,0,0,0
Croatia,Europe,1999,648978570,56594,0,71/km²,2912.635,4512597,23770159784,36.1362647,7165553613,0,0,0,0
Croatia,Europe,2000,668639135,56594,0,71/km²,2542.866,4468302,22128719418,39.52286855,7766966799,0,0,0,0
Croatia,Europe,2001,689422384,56594,0,71/km²,2896.957,4299642,23063323723,42.3146042,8565919337,0,0,0,0
Croatia,Europe,2002,711310142,56594,0,71/km²,2891.395,4302174,26757255952,45.26899885,9603497168,0,0,0,0
Croatia,Europe,2003,734524456,56594,0,71/km²,3005.303,4303399,35254833028,45.88295161,12527970042,0,0,0,0
Croatia,Europe,2004,757416003,56594,0,71/km²,3168.428,4304600,41855265955,45.06236549,15296079534,0,0,0,0
Croatia,Europe,2005,780761547,56594,0,71/km²,2983.052,4310145,45025332740,45.07710559,16385842769,0,0,0,0
Croatia,Europe,2006,804315705,56594,0,71/km²,2955.993,4311159,49601608069,45.9548982,18616324092,0,0,0,0
Croatia,Europe,2007,829182048,56594,0,71/km²,2874.547,4310217,59319172947,45.77369048,22213336000,0,0,0,0
Croatia,Europe,2008,852780717,56594,0,71/km²,2936.15,4309705,68519137406,46.07155032,24632350292,0,0,0,0
Croatia,Europe,2009,874589266,56594,0,71/km²,3075.143,4305181,62085753436,37.73953861,20003816541,0,0,0,0
Croatia,Europe,2010,895608467,56594,0,71/km²,3417.154,4295427,58819429750,37.24213091,20938445666,0,0,0,0
Croatia,Europe,2011,916260455,56594,0,71/km²,2603.697,4280622,62736258335,39.82759063,23929656762,0,0,0,0
Croatia,Europe,2012,935348999,56594,0,71/km²,2465.159,4267558,57354547991,40.43939614,22273107224,0,0,0,0
Croatia,Europe,2013,953784626,56594,0,71/km²,3261.942,4255689,59491066218,41.69747657,23621249349,0,0,0,0
Croatia,Europe,2014,971466842,56594,0,71/km²,3158.252,4238389,59342363989,42.99028603,25283619506,0,0,0,0
Croatia,Europe,2015,989284075,56594,0,71/km²,2657.769,4203604,50857353544,45.34742768,23169634822,0,0,0,0
Croatia,Europe,2016,1007367132,56594,0,71/km²,2998.614,4174349,52512987756,45.63733048,24545945898,0,0,0,0
Croatia,Europe,2017,1026085195,56594,0,71/km²,2818.654,4124531,56061675144,48.41452143,27482075359,0,0,0,0
Croatia,Europe,2018,1043783410,56594,0,71/km²,3260.027,4087843,61481309636,50.1084812,30283563520,0,0,0,0
Croatia,Europe,2019,1061562248,56594,0,71/km²,3065.153,4065253,61470295888,50.88937757,31033808234,0,0,0,0
Croatia,Europe,2020,1078544258,56594,0,71/km²,3137.432,4047680,57760024674,48.42612271,23925466032,0,0,0,0
Cuba,North America,1990,851163188,109884,0.001,102/km²,2234.371,10626680,28645436569,40.87544801,8662106516,0,1,0,0
Cuba,North America,1991,878333390,109884,0.001,102/km²,2234.371,10713812,24316556026,29.06493683,5332907602,0,1,0,0
Cuba,North America,1992,898926516,109884,0.001,102/km²,2234.371,10783748,22085858243,18.22860037,3736544459,0,1,0,0
Cuba,North America,1993,918749287,109884,0.001,102/km²,2234.371,10840934,22367254865,15.72162023,2951182568,0,1,0,0
Cuba,North America,1994,940131606,109884,0.001,102/km²,2234.371,10887207,28448326757,14.53618291,3766477027,0,1,0,0
Cuba,North America,1995,962966730,109884,0.001,102/km²,2234.371,10926703,30429803651,15.90690576,4078053747,0,1,0,0
Cuba,North America,1996,986299681,109884,0.001,102/km²,2234.371,10963031,25017368700,17.31197254,3831000000,0,1,0,0
Cuba,North America,1997,1011108650,109884,0.001,102/km²,2234.371,10998129,25365908100,17.83023096,3785600000,0,1,0,0
Cuba,North America,1998,1035402612,109884,0.001,102/km²,2234.371,11033758,25736331200,18.25201876,3668100000,0,1,0,0
Cuba,North America,1999,1059869719,109884,0.001,102/km²,2234.371,11070094,28364615200,17.33145317,4123500000,0,1,0,0
Cuba,North America,2000,1085645214,109884,0.001,102/km²,1275.537,11105791,30565400000,16.9459585,4318900000,0,0,0,0
Cuba,North America,2001,1110861097,109884,0.001,102/km²,1293.496,11139127,31682400000,16.1266192,4193000000,0,0,0,0
Cuba,North America,2002,1136384747,109884,0.001,102/km²,1323.241,11170051,33590500000,13.20224468,3872000000,0,0,0,0
Cuba,North America,2003,1162327490,109884,0.001,102/km²,1328.002,11199217,35901200000,13.63519882,4649900000,0,0,0,0
Cuba,North America,2004,1187548721,109884,0.001,102/km²,1310.926,11225294,38203000000,15.28963694,6120800000,0,0,0,0
Cuba,North America,2005,1211990829,109884,0.001,102/km²,1283.199,11246114,42643836100,18.34333098,8962900000,0,0,0,0
Cuba,North America,2006,1236683870,109884,0.001,102/km²,1377.331,11260630,48835925926,18.47455956,9138888889,0,0,0,0
Cuba,North America,2007,1260924171,109884,0.001,102/km²,1475.415,11269887,54262870370,17.6312498,11035092593,0,0,0,0
Cuba,North America,2008,1289032439,109884,0.001,102/km²,1483.44,11276609,56302129630,24.34961509,11580000000,0,0,0,0
Cuba,North America,2009,1317428757,109884,0.001,102/km²,1489.316,11283185,57481481481,15.45425258,10036111111,0,0,0,0
Cuba,North America,2010,1351628574,109884,0.001,102/km²,1459.635,11290417,59562962963,17.72167641,13443518519,0,0,0,0
Cuba,North America,2011,1381059658,109884,0.001,102/km²,1488.856,11298710,68990000000,21.85679084,17319000000,0,0,0,0
Cuba,North America,2012,1410801706,109884,0.001,102/km²,1542.346,11309290,73141000000,20.35520433,18659000000,0,0,0,0
Cuba,North America,2013,1438825722,109884,0.001,102/km²,1598.956,11321579,77148000000,20.22346658,18593000000,0,0,0,0
Cuba,North America,2014,1466267502,109884,0.001,102/km²,1614.033,11332026,80656100000,17.19026831,17812000000,0,0,0,0
Cuba,North America,2015,1495578511,109884,0.001,102/km²,1688.226,11339894,87132800000,14.46642367,14941000000,0,0,0,0
Cuba,North America,2016,1523756159,109884,0.001,102/km²,1700.744,11342012,91370407864,12.28625357,13690000000,0,0,0,0
Cuba,North America,2017,1548963787,109884,0.001,102/km²,1708.285,11336405,96850649692,11.67157891,14093000000,0,0,0,0
Cuba,North America,2018,1571572297,109884,0.001,102/km²,1731.435,11328244,1.0005E+11,12.56071511,14530000000,0,0,0,0
Cuba,North America,2019,1594096955,109884,0.001,102/km²,1744.014,11316697,1.03428E+11,10.60742007,12632000000,0,0,0,0
Cuba,North America,2020,1614249235,109884,0.001,102/km²,2234.371,11300698,1.07352E+11,7.514545634,8769000000,0,1,0,0
Cyprus,Asia,1990,80506578,9251,0,135/km²,2569.735,788500,5591130218,57.107644,2879463636,0,0,0,0
Cyprus,Asia,1991,85647758,9251,0,135/km²,2656.039,799061,5770197348,57.0942541,2716934975,0,0,0,0
Cyprus,Asia,1992,91163621,9251,0,135/km²,3035.186,810431,6912150456,60.64004708,3418539505,0,0,0,0
Cyprus,Asia,1993,96922879,9251,0,135/km²,3163.359,825986,6590291048,47.92500107,3129819788,0,0,0,0
Cyprus,Asia,1994,102923528,9251,0,135/km²,3201.514,844444,7425703929,48.08666769,3541279881,0,0,0,0
Cyprus,Asia,1995,108795782,9251,0,135/km²,2922.64,862418,9933133247,67.62724672,6631689521,0,0,0,0
Cyprus,Asia,1996,115018201,9251,0,135/km²,2988.233,880058,10011918444,70.64128963,7029131744,0,0,0,0
Cyprus,Asia,1997,121328415,9251,0,135/km²,3063.32,897471,9547818700,70.57735073,6605714937,0,0,0,0
Cyprus,Asia,1998,127935681,9251,0,135/km²,3290.379,914660,10248617647,66.2122626,7040542986,0,0,0,0
Cyprus,Asia,1999,134809631,9251,0,135/km²,3390.749,931600,10497908306,64.28286274,7025878101,0,0,0,0
Cyprus,Asia,2000,141929961,9251,0,135/km²,3572.61,948237,9985844486,67.53209845,6986380773,0,0,0,0
Cyprus,Asia,2001,148924237,9251,0,135/km²,3696.862,964830,10397897086,63.64022395,7092287796,0,0,0,0
Cyprus,Asia,2002,156107856,9251,0,135/km²,3879.349,982194,11420227885,61.2360305,7126828846,0,0,0,0
Cyprus,Asia,2003,163682014,9251,0,135/km²,4076.243,1000350,14547325028,56.24252255,8402847112,0,0,0,0
Cyprus,Asia,2004,171482759,9251,0,135/km²,4156.728,1018684,17320552500,57.01380629,9853627500,0,0,0,0
Cyprus,Asia,2005,179437753,9251,0,135/km²,4262.122,1037062,18433411267,56.22496257,10265955727,0,0,0,0
Cyprus,Asia,2006,187620314,9251,0,135/km²,4447.599,1055438,20072786351,56.37059908,10726039393,0,0,0,0
Cyprus,Asia,2007,196121954,9251,0,135/km²,4578.324,1073873,23968764030,58.01605326,12765499589,0,0,0,0
Cyprus,Asia,2008,204836095,9251,0,135/km²,4687.639,1092390,27844698989,62.84411604,13945071041,0,0,0,0
Cyprus,Asia,2009,213304668,9251,0,135/km²,4744.606,1110974,25945391775,54.0687199,12641150320,0,0,0,0
Cyprus,Asia,2010,221404272,9251,0,135/km²,4790.507,1129686,25732125694,58.72152121,12986277507,0,0,0,0
Cyprus,Asia,2011,229190281,9251,0,135/km²,4373.967,1145086,27564931919,57.32193144,14775537503,0,0,0,0
Cyprus,Asia,2012,236451967,9251,0,135/km²,4158.422,1156556,24977293926,57.22614893,13845817627,0,0,0,0
Cyprus,Asia,2013,243033462,9251,0,135/km²,3750.439,1166968,23899444183,59.77998181,14686487061,0,0,0,0
Cyprus,Asia,2014,249983121,9251,0,135/km²,3766.39,1176995,23155988617,65.08862425,15317889065,0,0,0,0
Cyprus,Asia,2015,256953492,9251,0,135/km²,3910.466,1187280,19842492367,67.48551034,13939939820,0,0,0,0
Cyprus,Asia,2016,264326510,9251,0,135/km²,4178.812,1197881,20952955488,68.84391109,14834399466,0,0,0,0
Cyprus,Asia,2017,271849614,9251,0,135/km²,4238.42,1208523,22870678689,74.42301809,16942940965,0,0,0,0
Cyprus,Asia,2018,279189960,9251,0,135/km²,4254.739,1218831,25523485043,73.77314842,19189598629,0,0,0,0
Cyprus,Asia,2019,286529842,9251,0,135/km²,4296.773,1228836,25947027570,75.45674305,19846297225,0,0,0,0
Cyprus,Asia,2020,293026004,9251,0,135/km²,4108.133,1237537,25227201184,82.04870327,20353931327,0,0,0,0
Denmark,Europe,1990,2554714449,43094,0,136/km²,5053.377,5140939,1.38247E+11,30.86704016,50354023850,0,0,0,0
Denmark,Europe,1991,2618903115,43094,0,136/km²,7088.393,5154298,1.39225E+11,31.46404995,52463311498,0,0,0,0
Denmark,Europe,1992,2677282933,43094,0,136/km²,5945.873,5171370,1.52916E+11,30.04758642,56509037127,0,0,0,0
Denmark,Europe,1993,2737908554,43094,0,136/km²,6546.266,5188628,1.43196E+11,29.03871562,52361217940,0,0,0,0
Denmark,Europe,1994,2802597392,43094,0,136/km²,7786.874,5206180,1.56162E+11,30.92859443,57548746187,0,0,0,0
Denmark,Europe,1995,2864199641,43094,0,136/km²,7021.22,5233373,1.85007E+11,31.90264574,67734639976,0,0,0,0
Denmark,Europe,1996,2939051435,43094,0,136/km²,10192.475,5263074,1.87632E+11,31.40388239,69550401642,0,0,0,0
Denmark,Europe,1997,3004502630,43094,0,136/km²,8389.998,5284991,1.73538E+11,33.40560135,65532780528,0,0,0,0
Denmark,Europe,1998,3065721696,43094,0,136/km²,7750.388,5304219,1.76992E+11,34.1125582,65817213019,0,0,0,0
Denmark,Europe,1999,3124357167,43094,0,136/km²,7307.718,5321799,1.77965E+11,33.34876127,70026519452,0,0,0,0
Denmark,Europe,2000,3178648906,43094,0,136/km²,6740.069,5339616,1.64159E+11,38.13668549,73620705670,0,0,0,0
Denmark,Europe,2001,3234528146,43094,0,136/km²,7039.863,5358783,1.64791E+11,38.41408192,75069907723,0,0,0,0
Denmark,Europe,2002,3290066079,43094,0,136/km²,7310.902,5375931,1.78635E+11,38.85249562,81644271220,0,0,0,0
Denmark,Europe,2003,3350692426,43094,0,136/km²,8568.828,5390574,2.18096E+11,37.04329853,95609830897,0,0,0,0
Denmark,Europe,2004,3405768499,43094,0,136/km²,7481.37,5404523,2.51373E+11,38.27933031,1.10424E+11,0,0,0,0
Denmark,Europe,2005,3457274966,43094,0,136/km²,6682.405,5419432,2.64467E+11,41.94761534,1.25495E+11,0,0,0,0
Denmark,Europe,2006,3516703727,43094,0,136/km²,8377.58,5437272,2.82885E+11,46.63668918,1.43508E+11,0,0,0,0
Denmark,Europe,2007,3571359728,43094,0,136/km²,7186.577,5461438,3.19423E+11,48.58531613,1.64447E+11,0,0,0,0
